Drug_ID,Drug,Y
755,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,0
756,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0
757,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl,0
758,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,0
759,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0
760,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0
761,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0
762,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,0
763,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,0
764,Cl.NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,0
765,O=C(O)CNC(=O)C(CS)Cc1ccccc1,0
766,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],0
767,N=C(N)N1CCc2ccccc2C1.N=C(N)N1CCc2ccccc2C1.O=S(=O)(O)O,0
768,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0
769,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,0
770,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0
771,Cl.O.O.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0
772,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12.Cl.Cl,0
773,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0
774,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0
775,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0
776,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,0
777,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0
778,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,0
779,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1.Cl.Cl,0
780,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0
781,CC[N+](C)(C)c1cccc(O)c1.[Cl-],0
782,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,0
783,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,0
784,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,0
785,CCC1(C2=NCCN2)Cc2ccccc2O1.Cl,0
786,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0
787,Oc1ccc(OCc2ccccc2)cc1,0
788,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,0
789,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
790,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0
791,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
792,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,0
793,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0
794,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+],0
795,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,0
796,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl,0
797,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0
798,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
799,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,0
800,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,0
801,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2.[Ca+2],0
802,Cc1cccc(C)c1OCC(C)N.Cl,0
803,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O,0
804,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0
805,CC(C)NCC(O)COc1cccc2[nH]ccc12,0
806,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0
807,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0
808,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0
809,NC(N)=NCC1COC2(CCCCC2)O1.NC(N)=NCC1COC2(CCCCC2)O1.O=S(=O)(O)O,0
810,OCC(O)CN1CCN(c2ccccc2)CC1,0
811,CCC(=O)c1c(O)cc(O)cc1O,0
812,CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12.[Na+].[Na+],0
813,Nc1cc(-c2ccncc2)c[nH]c1=O,0
814,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,0
815,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,0
816,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,0
817,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
818,CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.Cl,0
819,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,0
820,NCC1(CC(=O)O)CCCCC1,0
821,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,0
822,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0
823,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0
824,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
825,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0
826,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+],0
827,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN.Cl,0
828,CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,0
829,CCc1cc(C(N)=S)ccn1,0
830,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0
831,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1.CS(=O)(=O)O,0
832,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0
833,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0
834,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O,0
835,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],0
836,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0
837,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
838,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,0
839,Nc1ccncc1,0
840,O=c1[nH]cnc2[nH]ncc12,0
841,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl,0
842,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O,0
843,CCN(CC)C(=O)c1cccnc1,0
844,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0
845,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0
846,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
847,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+],0
848,CNCCc1ccccn1,0
849,Br.C[N+]1([O-])[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0
850,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0
851,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],0
852,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0
853,O=C([O-])CCNC(=O)c1ccc(N=Nc2ccc([O-])c(C(=O)O)c2)cc1.[Na+].[Na+],0
854,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0
855,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,0
856,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1.Cl,0
857,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0
858,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],0
859,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,0
860,NCC1CCC(C(=O)O)CC1,0
861,Cl.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0
862,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,0
863,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1.Cl.Cl,0
864,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
865,CCC1(C)CC(=O)NC(=O)C1,0
866,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0
867,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,0
868,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+],0
869,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,0
870,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0
871,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0
872,NCCCCCC(=O)O,0
873,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,0
874,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,0
875,CCC(=O)c1ccc(O)cc1,0
876,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,0
877,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,0
878,C1CO1.C=O.CC(C)(C)CC(C)(C)c1ccc(O)cc1,0
879,C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,0
880,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0
881,CCOc1ccccc1C(N)=O,0
882,CC(C)Cc1ccc(CC(=O)O)cc1,0
883,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+],0
884,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],0
885,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0
886,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0
887,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0
888,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0
889,CCCNC(C)(C)C(=O)Nc1ccccc1C,0
890,COc1ccccc1OCC(O)COC(N)=O,0
891,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,0
892,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,0
893,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],0
894,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,0
895,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,0
896,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,0
897,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,0
898,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0
899,Cc1cccc(Nc2ccccc2C(=O)O)c1C,0
900,CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,0
901,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],0
902,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0
903,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0
904,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,0
905,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0
906,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC.Cl,0
907,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+],0
908,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0
909,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,0
910,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
911,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0
912,CCOc1ccc(NC(C)=O)cc1,0
913,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,0
914,O=C(O)CCNC(=O)c1ccccc1,0
915,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C.[Br-],0
916,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
917,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,0
918,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
919,Cl.NNc1nncc2ccccc12,0
920,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,0
921,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,0
922,Nc1nc2cc(Cl)ccc2o1,0
923,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
924,CCN(CC)CCNC(=O)COc1ccc(OC)cc1.Cl,0
925,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,0
926,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2.Cl,0
927,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O.Cl,0
928,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0
929,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,0
930,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O=C([O-])[C@H](O)[C@@H](O)C(=O)O.O=C([O-])[C@H](O)[C@@H](O)C(=O)O,0
931,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,0
932,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
933,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,0
934,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0
935,Cl.N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0
936,COc1cc(C)nc(-n2nc(C)cc2OC)n1,0
937,CCN(CC)C(=O)c1ccc(O)c(OC)c1,0
938,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,0
939,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0
940,CC1(C(=O)[O-])CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)[O-])C(C)(C)C5CC[C@]43C)[C@@H]2C1.[Na+].[Na+],0
941,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0
942,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
943,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
944,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0
945,CC(=O)N[C@@H](CS)C(=O)O,0
946,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,0
947,CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-].[Ca+2],0
948,NC(=O)OCC(O)COc1ccc(Cl)cc1,0
949,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0
950,O=C1NCCN1c1ncc([N+](=O)[O-])s1,0
951,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],0
952,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,0
953,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0
954,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0
955,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0
956,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],0
957,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl,0
958,Cn1cc[nH]c1=S,0
959,Cl.O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0
960,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0
961,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,0
962,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,0
963,CCOC(=O)n1ccn(C)c1=S,0
964,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0
965,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0
966,COc1ccccc1OCC(O)CO,0
967,O=C(NCCO[N+](=O)[O-])c1cccnc1,0
968,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0
969,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0
970,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,0
971,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0
972,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,0
973,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0
974,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,0
975,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],0
976,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,0
977,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,0
978,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O.O.O.O.O.O,0
979,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0
980,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],0
981,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
982,CCC1(CC)C(=O)C=CNC1=O,0
983,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0
984,CC(=O)N[C@@H](CC(C)C)C(=O)O,0
985,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0
986,O=C(O)CNC(=O)c1ccccc1,0
987,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],0
988,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1.O,0
989,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-][C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.[C-]#N.[Co+3],0
990,Cc1ncc([N+](=O)[O-])n1CC(C)O,0
991,O=c1[nH]c2cc(Cl)ccc2o1,0
992,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0
993,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0
